SK_ID_CURR,CODE_GENDER,FLAG_OWN_CAR,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,DAYS_BIRTH,DAYS_EMPLOYED,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,NAME_FAMILY_STATUS_Civil marriage,NAME_FAMILY_STATUS_Married,NAME_FAMILY_STATUS_Separated,NAME_FAMILY_STATUS_Single / not married,NAME_FAMILY_STATUS_Widow,HAS_EXT_SOURCE_1,HAS_EXT_SOURCE_2,HAS_EXT_SOURCE_3,DEBT_RATIO,CREDIT_ANNUITY,DAYS_EMPLOYED_PERCENT
100016,0,0,0,67500.0,80865.0,5881.5,-13439,-2717,0.4648311169632833,0.7150418188660659,0.1766525794312139,0,1,0,0,0,0,0,0,0.09,13.75,0.20217278071285066
100017,1,1,1,225000.0,918468.0,28966.5,-14086,-3028,0.0,0.5669066132460429,0.7700870700124128,0,1,0,0,0,1,0,0,0.13,31.71,0.21496521368734914
100018,0,0,0,189000.0,773680.5,32778.0,-14583,-203,0.7219397686622343,0.6426562048311103,0.0,0,1,0,0,0,0,0,1,0.17,23.6,0.013920318178701227
100019,1,1,0,157500.0,299772.0,20160.0,-8728,-1157,0.1156343372622997,0.34663398139668,0.6785676886853644,0,0,0,1,0,0,0,0,0.13,14.87,0.13256186984417964
100020,1,0,0,108000.0,509602.5,26149.5,-12931,-1317,0.0,0.2363778398884225,0.0621030378372968,0,1,0,0,0,1,0,0,0.24,19.49,0.10184827159539092
100021,0,0,1,81000.0,270000.0,13500.0,-9776,-191,0.0,0.6835133461914255,0.0,0,1,0,0,0,1,0,1,0.17,20.0,0.019537643207855972
100022,0,0,0,112500.0,157500.0,7875.0,-17718,-7804,0.0,0.7064284028871654,0.5567274263630174,0,0,0,0,1,1,0,0,0.07,20.0,0.440456033412349
100023,0,0,1,90000.0,544491.0,17563.5,-11348,-2038,0.0,0.5866171400119664,0.4776491548517548,0,0,0,1,0,1,0,0,0.2,31.0,0.17959111737751146
100024,1,1,0,135000.0,427500.0,21375.0,-18252,-4286,0.5656548824667073,0.113374512719927,0.0,0,1,0,0,0,0,0,1,0.16,20.0,0.23482358097742714
100025,0,1,1,202500.0,1132573.5,37561.5,-14815,-1652,0.4377090198475417,0.2337669575081463,0.5424451438613613,0,1,0,0,0,0,0,0,0.19,30.15,0.11150860614242322
100026,0,0,1,450000.0,497520.0,32521.5,-11146,-4306,0.0,0.457142971588935,0.3589512285783967,0,1,0,0,0,1,0,0,0.07,15.3,0.38632693342903285
100029,1,1,2,135000.0,247500.0,12703.5,-11286,-746,0.0,0.7861793090532118,0.5656079814115492,0,1,0,0,0,1,0,0,0.09,19.48,0.0660995924153819
100030,0,0,0,90000.0,225000.0,11074.5,-19334,-3494,0.5619484093041138,0.6514056365297631,0.4614823912998385,0,1,0,0,0,0,0,0,0.12,20.32,0.18071790627909382
100031,0,0,0,112500.0,979992.0,27076.5,-18724,-2628,0.0,0.5484771599678789,0.190705947811054,0,0,0,0,1,1,0,0,0.24,36.19,0.1403546250801111
100032,1,0,1,112500.0,327024.0,23827.5,-15948,-1234,0.0,0.5411237022695412,0.6594055320683344,0,1,0,0,0,1,0,0,0.21,13.72,0.07737647353900176
100033,1,1,0,270000.0,790830.0,57676.5,-9994,-1796,0.6003959050009468,0.6850109901296888,0.524496446363472,0,0,0,1,0,0,0,0,0.21,13.71,0.1797078246948169
100034,1,0,0,90000.0,180000.0,9000.0,-10341,-1010,0.2979135090150507,0.5027790378786304,0.0,0,0,0,1,0,0,0,1,0.1,20.0,0.09766947103761725
100035,0,0,0,292500.0,665892.0,24592.5,-15280,-2668,0.0,0.479987342189869,0.4101025731788671,1,0,0,0,0,1,0,0,0.08,27.08,0.17460732984293192
100036,0,0,0,112500.0,512064.0,25033.5,-11144,-1104,0.2744223724911185,0.6273004007953609,0.0,1,0,0,0,0,0,0,1,0.22,20.46,0.0990667623833453
100037,0,0,0,90000.0,199008.0,20893.5,-12974,-4404,0.0,0.5594667916353414,0.7981372313187245,1,0,0,0,0,1,0,0,0.23,9.52,0.3394481270232773
100039,1,1,1,360000.0,733315.5,39069.0,-11694,-2060,0.0,0.3217448956617718,0.4118485559242397,0,1,0,0,0,1,0,0,0.11,18.77,0.17615871387036086
100040,0,0,0,135000.0,1125000.0,32895.0,-15997,-4585,0.0,0.1724975081477771,0.0,0,1,0,0,0,1,0,1,0.24,34.2,0.2866162405451022
100041,0,0,0,112500.0,450000.0,44509.5,-12158,-1275,0.0,0.6631580756296298,0.6785676886853644,0,1,0,0,0,1,0,0,0.4,10.11,0.1048692219114986
100043,0,0,2,198000.0,641173.5,23157.0,-17199,-768,0.8427634659543568,0.6816988025574287,0.7544061731797895,0,1,0,0,0,0,0,0,0.12,27.69,0.04465375893947322
100044,1,0,0,121500.0,454500.0,15151.5,-21077,-1288,0.8045861213121414,0.7197985370372056,0.722392890081304,0,1,0,0,0,0,0,0,0.12,30.0,0.06110926602457655
100046,1,1,0,180000.0,540000.0,27000.0,-16126,-1761,0.0,0.7380532835697358,0.6058362647264226,0,1,0,0,0,1,0,0,0.15,20.0,0.10920253007565422
100047,1,0,0,202500.0,1193580.0,35028.0,-17482,-1262,0.0,0.306840586048305,0.3201633668633456,0,1,0,0,0,1,0,0,0.17,34.08,0.0721885367806887
100048,0,0,0,202500.0,604152.0,29196.0,-16971,-475,0.0,0.0373152355612163,0.0,0,1,0,0,0,1,0,1,0.14,20.69,0.027988922279182135
100049,0,0,0,135000.0,288873.0,16258.5,-13384,-3597,0.4682080567974757,0.6742032101473874,0.3996756156233169,1,0,0,0,0,0,0,0,0.12,17.77,0.268753735803945
100051,1,0,0,202500.0,661702.5,48280.5,-9827,-758,0.0,0.6315186311742824,0.0,1,0,0,0,0,1,0,1,0.24,13.71,0.07713442556222652
100052,0,0,1,90000.0,180000.0,9000.0,-7974,-895,0.0,0.535542260363498,0.0,1,0,0,0,0,1,0,1,0.1,20.0,0.11223977928266868
100054,0,0,0,99000.0,260640.0,26838.0,-20121,-5332,0.0,0.0892406534424171,0.7281412993111438,0,1,0,0,0,1,0,0,0.27,9.71,0.26499676954425727
100055,0,0,0,130500.0,1350000.0,37255.5,-19727,-4411,0.7104273289168539,0.5891866296961207,0.4668640059537032,0,1,0,0,0,0,0,0,0.29,36.24,0.22360216961524815
100056,1,1,0,360000.0,1506816.0,49927.5,-18264,-9523,0.0,0.5239340474953537,0.0,0,1,0,0,0,1,0,1,0.14,30.18,0.5214082347787998
100058,0,0,0,54000.0,135000.0,6750.0,-12406,-1176,0.6562248044601879,0.4508497225560816,0.4794489811780563,0,1,0,0,0,0,0,0,0.12,20.0,0.09479284217314203
100059,1,1,1,540000.0,675000.0,34596.0,-18632,-6977,0.3115099249880457,0.7133545848531052,0.3092753558842053,0,1,0,0,0,0,0,0,0.06,19.51,0.37446328896522113
100060,1,1,0,76500.0,454500.0,14661.0,-12282,-778,0.2445616325354615,0.705947456699447,0.7992967832109371,0,1,0,0,0,0,0,0,0.19,31.0,0.06334473212831786
100061,0,0,2,225000.0,314055.0,16164.0,-10473,-1392,0.1895957995501827,0.7029791046049891,0.7016957740576931,0,1,0,0,0,0,0,0,0.07,19.43,0.13291320538527643
100063,0,0,0,180000.0,837427.5,45558.0,-12955,-4106,0.5527719020519871,0.6166372926426479,0.0701088438273582,0,1,0,0,0,0,0,0,0.25,18.38,0.3169432651485913
100068,1,0,0,81000.0,247500.0,12375.0,-18248,-2351,0.2377197192577024,0.6091352920795285,0.5136937663039473,0,1,0,0,0,0,0,0,0.15,20.0,0.12883603682595354
100069,1,1,1,360000.0,640458.0,27265.5,-14186,-1743,0.0,0.2567370429595146,0.7076993447402619,0,0,1,0,0,1,0,0,0.08,23.49,0.12286761595939659
100070,1,1,0,540000.0,1227901.5,46899.0,-20544,-2091,0.0,0.6535972121081295,0.3392876999089139,0,0,0,0,1,1,0,0,0.09,26.18,0.10178154205607477
100071,0,0,0,180000.0,1663987.5,86989.5,-20121,-2446,0.0,0.5706663563799912,0.6971469077844458,0,1,0,0,0,1,0,0,0.48,19.13,0.12156453456587644
100072,1,0,0,180000.0,1080000.0,44118.0,-7907,-1324,0.0,0.0265407750366898,0.434733248750173,0,0,0,1,0,1,0,0,0.25,24.48,0.16744656633362842
100075,0,0,0,112500.0,95940.0,10462.5,-12240,-3720,0.2996061411205129,0.6645439411246608,0.4920600938649263,0,0,0,1,0,0,0,0,0.09,9.17,0.30392156862745096
100076,1,1,0,180000.0,315000.0,9679.5,-13866,-2546,0.0,0.5848873555356944,0.0950703958413326,0,1,0,0,0,1,0,0,0.05,32.54,0.18361459685561807
100077,1,0,0,180000.0,1256400.0,40657.5,-12049,-579,0.2867830789116058,0.6473478219828046,0.5620604831738043,0,0,0,1,0,0,0,0,0.23,30.9,0.04805378039671342
100078,0,1,0,180000.0,1035000.0,43983.0,-19550,-4856,0.7961611232881004,0.5172704004425673,0.4294236843421945,0,1,0,0,0,0,0,0,0.24,23.53,0.24838874680306905
100079,1,0,0,225000.0,270000.0,13500.0,-15359,-114,0.202477374074608,0.5619229565929612,0.4135967602644276,0,0,1,0,0,0,0,0,0.06,20.0,0.007422358226447034
100080,0,0,1,157500.0,450000.0,22500.0,-11956,-3154,0.4115064104251909,0.1238882922844139,0.8327850252992314,1,0,0,0,0,0,0,0,0.14,20.0,0.26380060220809637
100081,1,1,0,180000.0,450000.0,21109.5,-10848,-121,0.0,0.6454384930609306,0.0,1,0,0,0,0,1,0,1,0.12,21.32,0.011154129793510324
100082,1,0,2,180000.0,450000.0,21109.5,-12009,-2844,0.3577065472620613,0.6865047975453018,0.3944954053123993,0,1,0,0,0,0,0,0,0.12,21.32,0.23682238321259055
100083,1,1,0,103500.0,573628.5,24435.0,-15406,-892,0.2707661633733818,0.7071263161734994,0.5971924268337128,0,1,0,0,0,0,0,0,0.24,23.48,0.05789951966766195
100084,1,0,2,225000.0,495351.0,26140.5,-14860,-1156,0.0,0.5705270507243844,0.6940926425266661,0,0,1,0,0,1,0,0,0.12,18.95,0.07779273216689098
100085,1,0,1,157500.0,755190.0,28894.5,-11187,-2224,0.0,0.3687189849837431,0.3589512285783967,0,1,0,0,0,1,0,0,0.18,26.14,0.19880218110306605
100086,0,0,1,135000.0,675000.0,21775.5,-14264,-2492,0.0,0.5698732368655826,0.1986200451074864,0,0,0,0,1,1,0,0,0.16,31.0,0.17470555243970837
100087,0,0,1,202500.0,1288350.0,37800.0,-17542,-2011,0.0,0.5720641471414096,0.191821602413606,0,1,0,0,0,1,0,0,0.19,34.08,0.1146391517500855
100088,0,0,0,112500.0,135000.0,6750.0,-19467,-4066,0.0,0.5851740300889305,0.4083588531230431,0,1,0,0,0,1,0,0,0.06,20.0,0.20886628653618944
100089,1,0,0,135000.0,337761.0,15781.5,-9666,-2811,0.0,0.5500579930157645,0.5352762504724826,1,0,0,0,0,1,0,0,0.12,21.4,0.2908131595282433
100093,0,0,1,94500.0,585000.0,28273.5,-18253,-721,0.5927009939219194,0.4885999153777029,0.0,0,1,0,0,0,0,0,1,0.3,20.69,0.03950035610584562
100095,0,0,2,67500.0,135000.0,6750.0,-18693,-1434,0.5866975916234531,0.3045061145430549,0.0,0,1,0,0,0,0,0,1,0.1,20.0,0.07671320815278447
100097,1,1,0,157500.0,760225.5,30280.5,-17527,-2442,0.0,0.3573422337147276,0.6446794549585961,0,1,0,0,0,1,0,0,0.19,25.11,0.13932789410623608
100098,1,1,0,225000.0,270000.0,13500.0,-17390,-924,0.0,0.5970811533321667,0.0,1,0,0,0,0,1,0,1,0.06,20.0,0.05313398504887867
100100,1,1,2,202500.0,796396.5,38443.5,-15909,-1094,0.4476751393608083,0.495765140717496,0.8245949709919925,0,1,0,0,0,0,0,0,0.19,20.72,0.06876610723489848
100101,0,1,0,202500.0,343377.0,22072.5,-18138,-969,0.0,0.7162122102538987,0.0,0,0,0,1,0,1,0,1,0.11,15.56,0.05342375124048958
100102,0,0,1,126000.0,327024.0,10264.5,-14321,-192,0.4147940693543055,0.6611083077510267,0.4776491548517548,0,0,0,1,0,0,0,0,0.08,31.86,0.01340688499406466
100103,0,0,0,72000.0,450000.0,16965.0,-21112,-1694,0.0,0.7180575365896832,0.511891801533151,0,1,0,0,0,1,0,0,0.24,26.53,0.08023872679045092
100104,0,0,0,90000.0,547344.0,30690.0,-18556,-862,0.7631370618175837,0.6446273721560554,0.0,0,1,0,0,0,0,0,1,0.34,17.83,0.0464539771502479
100105,0,0,0,193500.0,225000.0,23755.5,-19810,-8862,0.765153942091246,0.2547599571469118,0.4118485559242397,0,1,0,0,0,0,0,0,0.12,9.47,0.44734982332155476
100108,0,0,3,171000.0,545040.0,31288.5,-12780,-1415,0.0,0.7566679797246073,0.6413682574954046,0,1,0,0,0,1,0,0,0.18,17.42,0.11071987480438185
100110,1,1,3,135000.0,373140.0,25065.0,-10744,-741,0.0,0.6405493008893001,0.3280631605201915,0,1,0,0,0,1,0,0,0.19,14.89,0.0689687267311988
100111,0,1,1,112500.0,862560.0,27954.0,-10485,-1249,0.5633231337420023,0.608604105963283,0.228883416700673,0,1,0,0,0,0,0,0,0.25,30.86,0.11912255603242727
100112,1,1,0,315000.0,953460.0,64107.0,-10199,-2015,0.0,0.4323402118056743,0.0774985464900651,0,0,0,1,0,1,0,0,0.2,14.87,0.19756838905775076
100113,1,1,0,76500.0,135000.0,6696.0,-15137,-7980,0.4757617930038634,0.5930185238421518,0.7898803468924867,0,0,0,1,0,0,0,0,0.09,20.16,0.5271850432714541
100114,0,0,0,135000.0,284400.0,22599.0,-10734,-693,0.3957242668511344,0.1549370735653434,0.2650494299443805,0,0,0,1,0,0,0,0,0.17,12.58,0.0645612073784237
100115,0,0,0,90000.0,315000.0,14683.5,-15371,-367,0.0,0.3343001962973505,0.0,0,1,0,0,0,1,0,1,0.16,21.45,0.023876130375382214
100116,0,0,0,243000.0,900000.0,32017.5,-14751,-6737,0.6712718925800566,0.7002735745029195,0.0710551246687366,0,1,0,0,0,0,0,0,0.13,28.11,0.4567147989966782
100119,0,0,0,54000.0,180000.0,9000.0,-11142,-2419,0.0,0.5002642944981995,0.0774985464900651,0,1,0,0,0,1,0,0,0.17,20.0,0.21710644408544247
100120,0,0,0,135000.0,781920.0,28215.0,-9650,-2953,0.2543516601822173,0.1699529509371729,0.1214082861631216,0,1,0,0,0,0,0,0,0.21,27.71,0.30601036269430054
100121,1,0,0,126000.0,787131.0,26145.0,-16798,-669,0.0,0.5861504130199274,0.5814837058057234,0,1,0,0,0,1,0,0,0.21,30.11,0.03982616978211692
100122,0,0,1,76500.0,808650.0,26217.0,-10954,-2469,0.4055643396822132,0.0472914244045298,0.4066174366275036,0,1,0,0,0,0,0,0,0.34,30.84,0.22539711520905606
100123,0,0,0,103500.0,675000.0,19737.0,-23719,-8466,0.0,0.3993660764222056,0.6738300778602003,0,0,0,0,1,1,0,0,0.19,34.2,0.3569290442261478
100126,1,0,2,135000.0,180000.0,9000.0,-12900,-782,0.0,0.7050933282515942,0.5744466170995097,0,1,0,0,0,1,0,0,0.07,20.0,0.06062015503875969
100129,0,1,1,85500.0,135000.0,6750.0,-9415,-225,0.4795441447548665,0.6102072901939566,0.0,0,1,0,0,0,0,0,1,0.08,20.0,0.02389803505045141
100130,0,0,1,157500.0,723996.0,30802.5,-10526,-267,0.0,0.2820694905045227,0.1206410299309233,0,0,1,0,0,1,0,0,0.2,23.5,0.025365760972829186
100131,0,0,0,270000.0,891072.0,45625.5,-13830,-1169,0.3394026084270504,0.7079724741176917,0.4525335592581747,0,0,0,1,0,0,0,0,0.17,19.53,0.08452639190166306
100132,0,0,0,202500.0,1136439.0,73611.0,-23656,-968,0.7748801671358985,0.7112888072636568,0.5971924268337128,0,0,0,0,1,0,0,0,0.36,15.44,0.04091985120054109
100133,0,0,0,67500.0,384048.0,18810.0,-9207,-1043,0.5486469663609839,0.3167548800416005,0.0,1,0,0,0,0,0,0,1,0.28,20.42,0.11328337134788748
100134,0,0,0,202500.0,180000.0,9000.0,-10085,-465,0.3291857814541987,0.7492408359410063,0.6940926425266661,0,1,0,0,0,0,0,0,0.04,20.0,0.04610808130887457
100135,1,0,0,135000.0,391194.0,26271.0,-19829,-215,0.0,0.7206401576263843,0.3201633668633456,0,1,0,0,0,1,0,0,0.19,14.89,0.010842705128851682
100136,1,1,1,157500.0,1571931.0,49356.0,-15949,-239,0.0,0.6820166294931829,0.0,0,1,0,0,0,1,0,1,0.31,31.85,0.014985265533889272
100139,0,0,1,157500.0,302341.5,24016.5,-13286,-2305,0.5677754906901958,0.6014083651352106,0.0963186927645401,0,1,0,0,0,0,0,0,0.15,12.59,0.17349089266897486
100140,0,0,0,157500.0,675000.0,33750.0,-9223,-802,0.3703423626276125,0.7158609528990171,0.0,0,1,0,0,0,0,0,1,0.21,20.0,0.08695652173913043
100142,1,1,1,360000.0,579195.0,27994.5,-13379,-5387,0.0,0.0648582778736916,0.3092753558842053,1,0,0,0,0,1,0,0,0.08,20.69,0.4026459376635025
100143,1,0,0,162000.0,270000.0,13500.0,-22881,-3420,0.6594043693464781,0.6781247611812603,0.6832688314232291,0,1,0,0,0,0,0,0,0.08,20.0,0.14946899173987152
100144,0,0,0,112500.0,535500.0,30028.5,-16759,-4560,0.0,0.6116366959675879,0.0,0,0,1,0,0,1,0,1,0.27,17.83,0.2720926069574557
100145,0,1,1,202500.0,260725.5,16789.5,-16282,-4375,0.6470448716896019,0.7464864055627681,0.7394117535524816,0,0,1,0,0,0,0,0,0.08,15.53,0.2687016337059329
100147,0,0,1,135000.0,518562.0,22099.5,-16142,-2832,0.6846964453639659,0.4109070009841619,0.7380196196295241,0,1,0,0,0,0,0,0,0.16,23.46,0.175442943873126
100148,0,0,0,247500.0,755190.0,36459.0,-16340,-8647,0.6177157988717764,0.6605593694772599,0.2115507642052577,0,1,0,0,0,0,0,0,0.15,20.71,0.5291921664626683
100149,1,1,0,171000.0,539590.5,26374.5,-9203,-481,0.0531827887508412,0.1644631394414229,0.0920128093981064,0,1,0,0,0,0,0,0,0.15,20.46,0.05226556557644246
100151,1,0,0,135000.0,182016.0,11772.0,-16522,-1451,0.0,0.6952191372191353,0.7295666907060153,0,0,0,1,0,1,0,0,0.09,15.46,0.08782229754267037
100152,0,0,0,157500.0,254412.0,9720.0,-16083,-2764,0.0,0.1654420733377721,0.7490217048463391,0,1,0,0,0,1,0,0,0.06,26.17,0.1718584841136604
100153,1,1,0,202500.0,1107981.0,32526.0,-18413,-1895,0.0,0.6680204349150283,0.3539876078507373,0,1,0,0,0,1,0,0,0.16,34.06,0.10291641774832998
100154,1,0,0,144000.0,180000.0,9000.0,-12157,-2995,0.1273929466752516,0.4949615763457107,0.7380196196295241,0,1,0,0,0,0,0,0,0.06,20.0,0.246360121740561
100155,1,0,0,157500.0,675000.0,21906.0,-11944,-2899,0.0,0.2820783472350259,0.5656079814115492,0,1,0,0,0,1,0,0,0.14,30.81,0.24271600803750837
100156,0,1,2,157500.0,945000.0,39127.5,-14235,-5411,0.0,0.5978227034457954,0.746300213050371,0,1,0,0,0,1,0,0,0.25,24.15,0.3801194239550404
100157,1,0,0,180000.0,1755000.0,61132.5,-16086,-1549,0.8678716871178579,0.147684817245518,0.6690566947824041,0,1,0,0,0,0,0,0,0.34,28.71,0.09629491483277385
100158,1,0,0,180000.0,590337.0,27486.0,-12348,-1821,0.0,0.6837025341222017,0.0,0,1,0,0,0,1,0,1,0.15,21.48,0.14747327502429544
100159,0,0,0,225000.0,1515415.5,41800.5,-14645,-4027,0.5458589248298449,0.5712502464772474,0.7898803468924867,0,1,0,0,0,0,0,0,0.19,36.25,0.2749743939911232
100160,1,0,0,292500.0,675000.0,36747.0,-16667,-200,0.3203218651732389,0.6319612327366237,0.2896112383820055,0,1,0,0,0,0,0,0,0.13,18.37,0.011999760004799903
100161,0,0,0,90000.0,370629.0,13972.5,-16219,-2599,0.0,0.2653117484731741,0.3170317785834444,0,1,0,0,0,1,0,0,0.16,26.53,0.16024415808619522
100163,0,0,0,130500.0,550489.5,19773.0,-19718,-5717,0.6569383528999653,0.3909932576851988,0.0950703958413326,0,0,1,0,0,0,0,0,0.15,27.84,0.289938127599148
100164,0,1,1,450000.0,407434.5,43362.0,-16097,-2630,0.0,0.6220298665860468,0.3280631605201915,1,0,0,0,0,1,0,0,0.1,9.4,0.1633844815804187
100166,0,0,3,58500.0,152820.0,15241.5,-14359,-1894,0.0,0.5248175794365513,0.1566398270314114,0,1,0,0,0,1,0,0,0.26,10.03,0.1319033358869002
100167,0,0,0,180000.0,427500.0,46170.0,-15127,-1039,0.0,0.5513078693516321,0.1614630800057724,1,0,0,0,0,1,0,0,0.26,9.26,0.06868513254445693
100173,0,0,0,117000.0,781920.0,26725.5,-11633,-2596,0.7239404653083322,0.6363951652298555,0.4525335592581747,0,0,0,1,0,0,0,0,0.23,29.26,0.2231582566835726
100174,0,0,2,180000.0,225000.0,11250.0,-14597,-1997,0.0,0.7047931325938472,0.5656079814115492,0,1,0,0,0,1,0,0,0.06,20.0,0.13680893334246763
100175,0,0,1,202500.0,1251072.0,45067.5,-16296,-266,0.5803669462489124,0.7636485619996934,0.3296550543128238,1,0,0,0,0,0,0,0,0.22,27.76,0.01632302405498282
100176,0,0,0,135000.0,1078200.0,31653.0,-17682,-4319,0.0,0.5852908069048889,0.816092360478441,0,1,0,0,0,1,0,0,0.23,34.06,0.2442596991290578
100177,1,0,1,112500.0,312682.5,33309.0,-14311,-334,0.3193565368929654,0.6036550365741279,0.5954562029091491,1,0,0,0,0,0,0,0,0.3,9.39,0.023338690517783523
100178,0,0,0,119250.0,679500.0,28917.0,-19286,-1485,0.7233712633792718,0.7651254360605889,0.4170996682522097,0,0,1,0,0,0,0,0,0.24,23.5,0.07699885927615888
100179,0,1,0,202500.0,675000.0,53329.5,-11375,-2311,0.6748315126672113,0.6161564242321512,0.6738300778602003,0,1,0,0,0,0,0,0,0.26,12.66,0.20316483516483516
100180,0,0,1,315000.0,1288350.0,37800.0,-15581,-4940,0.7290899091709767,0.5098519541101603,0.6754132910917112,0,1,0,0,0,0,0,0,0.12,34.08,0.3170528207432129
100181,0,0,0,157500.0,245619.0,12667.5,-17538,-7676,0.0,0.182171374180396,0.4436153084085652,0,0,0,1,0,1,0,0,0.08,19.39,0.43767818451362756
100182,0,0,1,112500.0,135000.0,6750.0,-13558,-4758,0.4643561769338667,0.7518692268821991,0.4206109640437848,0,0,1,0,0,0,0,0,0.06,20.0,0.35093671632984214
100188,0,0,1,225000.0,1325475.0,56290.5,-15323,-5785,0.7280918134588762,0.7024628947445616,0.5460231970049609,0,1,0,0,0,0,0,0,0.25,23.55,0.37753703582849313
100189,0,0,0,135000.0,263844.0,14440.5,-16807,-1094,0.0,0.0102716488262289,0.0,0,0,1,0,0,1,0,1,0.11,18.27,0.06509192598322128
100190,1,1,0,162000.0,263686.5,24781.5,-13972,-4472,0.5349985744410304,0.5858586300023704,0.7886807751817684,0,1,0,0,0,0,0,0,0.15,10.64,0.320068708846264
100191,0,0,0,112500.0,544491.0,17563.5,-21819,-8355,0.0,0.6887921778530354,0.5226973172821112,0,0,1,0,0,1,0,0,0.16,31.0,0.3829231403822357
100192,0,0,0,111915.0,225000.0,21037.5,-7989,-150,0.0,0.0862529149111319,0.5136937663039473,0,0,0,1,0,1,0,0,0.19,10.7,0.01877581674802854
100193,0,1,0,225000.0,296280.0,15124.5,-17879,-940,0.7311052466018223,0.7488544429116339,0.5082869913916046,0,0,1,0,0,0,0,0,0.07,19.59,0.05257564740757313
100194,0,0,2,157500.0,315000.0,15750.0,-12805,-5258,0.4348784763127847,0.1117667170159572,0.1929422277169508,1,0,0,0,0,0,0,0,0.1,20.0,0.41062085122998826
100195,1,1,0,90000.0,336150.0,9373.5,-10887,-341,0.3563551035088492,0.5477730476270279,0.7490217048463391,0,0,0,1,0,0,0,0,0.1,35.86,0.03132175989712501
100196,0,1,0,164250.0,755190.0,32125.5,-11568,-2331,0.5925473429253104,0.593340422792271,0.3031463744186309,0,1,0,0,0,0,0,0,0.2,23.51,0.20150414937759337
100197,0,0,2,157500.0,497520.0,28692.0,-12019,-1148,0.7217605119102734,0.4722858229404335,0.0,0,1,0,0,0,0,0,1,0.18,17.34,0.09551543389633081
100198,1,1,1,135000.0,531000.0,32616.0,-13116,-1786,0.0,0.7489161279000881,0.6397075677637197,0,1,0,0,0,1,0,0,0.24,16.28,0.1361695638914303
100199,0,0,0,112500.0,269550.0,18891.0,-20858,-472,0.0,0.7044244680571375,0.2764406945454034,0,1,0,0,0,1,0,0,0.17,14.27,0.022629207018889635
100200,0,0,0,216000.0,450000.0,27193.5,-16891,-2730,0.0,0.640040616163284,0.6940926425266661,0,0,0,0,1,1,0,0,0.13,16.55,0.16162453377538333
100201,0,0,1,180000.0,675000.0,36747.0,-12147,-2178,0.7649171875783758,0.6015603738443187,0.3506958432829587,0,0,0,1,0,0,0,0,0.2,18.37,0.17930353173623118
100205,0,0,0,63000.0,808650.0,26217.0,-18302,-1373,0.0,0.0462155273798622,0.5495965024956946,0,1,0,0,0,1,0,0,0.42,30.84,0.07501912359304994
100206,1,1,1,157500.0,318528.0,25294.5,-12027,-1720,0.0,0.1642589058565359,0.0,0,1,0,0,0,1,0,1,0.16,12.59,0.14301155732934231
