SK_ID_CURR,TARGET
101215,0
101216,0
101217,0
101218,0
101219,0
101220,0
101221,0
101222,0
101226,0
101227,0
101228,0
101229,0
101230,0
101231,1
101232,0
101233,0
101234,0
101238,0
101239,0
101240,0
101241,0
101242,0
101245,1
101248,0
101249,0
101251,0
101252,0
101254,0
101255,0
101256,0
101257,0
101260,0
101261,0
101263,0
101265,0
101266,0
101275,0
101276,0
101277,1
101278,0
101280,0
101282,0
101283,0
101284,0
101286,1
101288,0
101289,0
101290,0
101291,1
101293,0
101295,0
101298,0
101300,1
101302,0
101303,0
101304,0
101306,0
101307,0
101311,0
101312,0
101313,0
101314,0
101315,0
101317,0
101319,0
101320,0
101321,0
101322,0
101324,0
101328,0
101330,1
101331,0
101334,0
101335,0
101336,0
101338,0
101339,0
101340,1
101341,0
101342,0
101344,0
101348,0
101349,0
101351,0
101352,0
101359,0
101361,0
101369,0
101370,0
101371,0
101372,0
101373,1
101375,0
101376,0
101377,0
101378,0
101379,0
101381,0
101382,1
101384,0
101385,0
101387,0
101388,0
101389,0
101390,0
101391,0
101392,0
101393,0
101396,0
101397,0
101400,0
101402,0
101404,0
101405,0
101406,1
101407,0
101408,0
101409,0
101410,0
101414,0
101417,0
101418,0
101420,1
101421,0
101422,0
101423,0
101424,0
101425,0
101431,0
101432,0
101436,0
101437,0
101438,0
101439,0
101441,0
101443,0
101444,1
101445,0
101446,0
101447,0
101450,0
101451,0
101452,0
101453,0
101455,0
101456,0
101457,0
101458,1
101459,0
101460,0
101461,0
101462,0
101463,0
101464,0
101466,0
101468,0
101469,0
101470,0
101471,0
101473,0
101474,1
101476,0
101477,0
101480,0
101481,0
101482,0
101483,0
101484,1
101485,0
101486,0
101487,0
101488,0
101489,0
101490,0
101491,0
101493,0
101494,0
101495,1
101498,0
101499,0
101500,0
101501,0
101503,0
101505,0
101506,0
101507,0
101510,0
101512,0
101513,0
101514,0
101515,1
101516,1
101517,0
101518,0
101520,0
101521,0
101522,0
101523,0
101524,0
101526,0
101527,0
101530,0
101531,1
101532,0
101533,0
101534,0
101535,0
101536,0
101537,0
101538,1
101539,0
101540,0
101541,1
101543,0
101544,0
101545,0
101546,0
101549,0
101550,0
101551,0
101552,0
101553,0
101554,0
101556,0
101557,0
101558,0
101559,1
101560,0
101561,0
101562,0
101563,0
101564,1
101566,0
101568,0
101569,0
101573,0
101576,0
101577,0
101579,0
101581,0
101584,0
101585,0
101586,0
101589,0
101590,0
101592,0
101593,0
101594,0
101595,0
101596,0
101597,0
101598,0
101599,0
101600,0
101601,0
101603,0
101605,0
101606,0
101608,0
101609,0
101615,0
101617,1
101618,0
101619,0
101622,0
101624,0
101625,0
101626,0
101627,0
101628,0
101629,0
101630,0
101631,0
101632,0
101633,0
101634,0
101635,0
101636,0
101639,0
101640,0
101641,0
101642,0
101645,0
101646,1
101647,0
101648,0
101652,0
101653,0
101654,0
101655,0
101656,0
101658,0
101659,0
101661,0
101662,0
101663,0
101664,0
101666,0
101668,0
101671,0
101672,0
101673,0
101676,0
101677,0
101679,0
101680,0
101681,0
101683,0
101684,0
101685,0
101687,0
101690,0
101691,0
101694,0
101695,0
101696,0
101698,0
101699,0
101701,0
101702,0
101703,0
101704,0
101705,1
101708,0
101709,0
101710,0
101712,0
101713,0
101716,0
101717,0
101718,0
101719,0
101721,1
101722,0
101723,1
101724,0
101725,0
101726,0
101727,0
101729,0
101730,1
101731,0
101733,0
101735,0
101736,0
101737,0
101738,0
101739,0
101740,0
101741,0
101742,0
101744,0
101746,0
101747,0
101751,0
101752,0
101753,0
101754,0
101755,0
101756,0
101760,0
101761,0
101763,0
101765,0
101766,0
101769,0
101770,0
101771,0
101773,0
101774,0
101775,0
101776,0
101777,0
101778,0
101779,0
101781,0
101782,0
101783,0
101785,0
101786,0
101787,0
101788,0
101791,0
101792,0
101793,0
101794,0
101795,0
101796,1
101797,0
101798,0
101799,0
101801,0
101802,0
101803,1
101804,0
101805,1
101806,0
101807,0
101808,0
101809,0
101811,0
101812,0
101815,0
101817,0
101818,0
101820,0
101821,0
101822,0
101823,0
101824,0
101825,0
101826,0
101828,0
101829,0
101830,0
101831,0
101832,0
101834,0
101836,0
101837,0
101838,0
101839,0
101840,0
101841,0
101843,0
101846,0
101847,0
101848,0
101850,0
101851,0
101854,0
101856,0
101857,0
101858,0
101859,1
101860,0
101861,0
101862,0
101864,0
101865,0
101866,0
101869,0
101871,1
101872,0
101875,0
101876,0
101877,0
101882,0
101883,1
101884,0
101885,0
101886,0
101888,0
101889,0
101890,0
101892,0
101893,0
101899,0
101900,0
101902,0
101905,0
101906,0
101907,0
101908,0
101909,0
101910,0
101911,0
101912,0
101913,0
101917,0
101918,0
101919,0
101923,0
101927,0
101928,0
101929,1
101930,0
101931,0
101933,0
101934,0
101935,0
101936,0
101937,0
101938,0
101939,0
101941,0
101944,0
101945,0
101946,0
101947,0
101948,0
101949,0
101951,0
101952,0
101954,0
101955,0
101956,0
101957,0
101958,0
101959,0
101960,0
101964,0
101965,0
101966,0
101968,0
101969,0
101970,1
101972,0
101973,0
101975,0
101978,0
101979,0
101980,1
101981,1
101982,0
101983,1
101984,0
101985,0
101986,0
101987,0
101988,1
101990,0
101991,0
101992,0
101993,0
101994,0
101995,0
101996,0
101997,0
101998,0
101999,0
102001,0
102003,1
102004,0
102006,0
102008,0
102009,0
102010,0
102011,0
102012,0
102013,0
102014,0
102016,0
102018,0
102020,1
102021,0
102022,0
102024,1
102025,1
102026,0
102027,0
102028,1
102030,0
102031,1
102032,0
102034,0
102035,0
102036,0
102038,0
102039,0
102040,0
102041,0
102042,0
102043,0
102044,0
102045,0
102046,0
102047,0
102048,0
102049,0
102050,0
102056,0
102057,0
102058,0
102059,0
102060,0
102064,0
102065,0
102066,0
102069,0
102071,0
102072,0
102073,1
102074,0
102075,0
102076,0
102077,0
102078,0
102079,0
102080,0
102081,0
102082,0
102083,1
102084,0
102086,0
102087,0
102088,0
102089,0
102091,0
102093,0
102094,0
102095,0
102096,0
102097,0
102098,0
102101,0
102102,0
102103,0
102104,0
102106,0
102107,0
102108,0
102109,0
102110,0
102111,0
102114,1
102115,0
102116,0
102117,0
102119,0
102121,0
102124,0
102128,1
102129,0
102130,0
102131,0
102132,0
102133,1
102134,0
102135,1
102136,0
102137,0
102138,0
102139,0
102141,0
102142,0
102143,0
102148,1
102149,0
102150,0
102152,0
102153,0
102154,0
102155,0
102156,0
102157,0
102160,0
102161,0
102167,0
102168,0
102169,0
102170,0
102171,0
102172,0
102173,0
102176,0
102177,0
102178,0
102179,0
102180,0
102182,0
102183,0
102185,0
102186,0
102187,0
102189,0
102190,0
102191,0
102192,0
102194,0
102195,0
102196,0
102197,0
102200,0
102201,0
102202,0
102203,0
102204,0
102207,0
102208,1
102209,0
102210,0
102211,0
102212,0
102213,0
102214,0
102215,0
102216,0
102217,1
102219,0
102220,0
102222,0
102223,0
102224,0
102225,1
102226,0
102228,0
102229,0
102232,0
102233,0
102235,1
102236,0
102237,0
102239,0
102240,0
102241,0
102243,0
102244,0
102245,0
102246,0
102247,0
102249,0
102251,0
102253,0
102254,1
102255,1
102256,0
102257,0
102258,0
102260,0
102261,0
102263,0
102264,0
102265,0
102266,0
102267,0
102270,0
102272,0
102274,0
102275,0
102276,0
102278,0
102279,1
102280,0
102281,0
102282,0
102283,0
102284,0
102287,0
102288,0
102289,0
102290,0
102291,0
102292,0
102295,0
102297,0
102300,0
102301,0
102302,0
102305,0
102306,0
102308,0
102310,0
102311,0
102313,0
102314,0
102318,0
102319,0
102321,0
102323,0
102325,0
102326,0
102327,0
102329,0
102330,0
102331,0
102334,1
102335,0
102336,0
102338,0
102339,0
102341,0
102343,0
102345,0
102349,0
102350,0
102351,0
102352,0
102353,0
102354,0
102356,0
102358,0
102360,0
102362,0
102363,0
102364,0
102365,0
102366,0
102367,0
102368,0
102369,0
102370,0
102371,0
102372,0
102373,0
102375,0
102376,1
102378,0
102379,0
102382,0
102383,0
102385,0
102388,0
102389,0
102390,0
102391,0
102392,1
102394,0
102395,0
102396,0
102397,0
102398,0
102399,0
102401,0
102402,0
102404,0
102405,0
102406,0
102407,1
102409,0
102410,0
102412,0
102417,0
102418,0
102421,0
102422,0
102423,0
102425,0
102426,0
102427,0
102430,0
102431,0
102432,0
102433,0
102434,0
102435,0
102436,0
102437,0
102438,0
102440,0
102442,0
102447,0
102451,1
102452,0
102453,0
102454,0
102457,0
102461,0
102464,0
102466,0
102467,0
102468,0
102472,0
102473,0
102474,0
102477,0
102479,0
102480,0
102481,0
102482,0
102483,0
102484,0
102486,0
102488,0
102489,1
102490,0
102491,1
102492,0
102493,0
102494,0
102495,0
102496,0
102497,0
102499,0
102500,0
102501,0
102502,0
102503,0
102505,0
102507,0
102508,0
102510,0
102511,0
102512,0
102513,0
102514,0
102515,0
102517,0
102518,0
102521,1
102523,0
102524,1
102525,0
102526,0
102527,0
102528,0
102529,1
102530,0
102531,0
102532,0
102533,0
102534,0
102535,0
102536,0
102539,0
102540,0
102541,0
102542,0
102543,0
102544,0
102547,0
102548,0
102551,0
102552,0
102553,0
102554,0
102555,0
102556,0
102558,0
102560,0
102561,0
102564,0
102565,0
102566,0
102567,0
102569,0
102570,0
102571,0
102572,0
102573,0
102576,0
102580,0
102583,0
102584,0
102585,0
102586,1
102587,0
102589,0
102590,0
102593,0
102594,0
102595,0
102596,0
102598,0
102599,1
102600,0
102601,0
102602,0
102603,0
102604,0
102606,0
102607,0
102608,1
102609,0
102610,0
102611,0
102612,0
102615,0
102616,0
102618,0
102620,0
102621,0
102622,0
102623,0
102624,1
102625,0
102626,0
102627,0
102628,0
102629,0
102630,0
102631,0
102633,0
102636,0
102638,0
102639,0
102640,0
102641,0
102643,0
102644,0
102645,0
102646,0
102648,0
102649,0
102651,0
102653,0
102654,0
102657,0
102658,0
102659,0
102660,0
102661,0
102662,0
102665,0
102666,0
102667,0
102668,0
102669,0
102672,0
102673,1
102674,0
102675,0
102677,0
102678,0
102679,1
102680,0
102681,1
102684,0
102685,0
102686,0
102687,0
102688,1
102689,0
102691,0
102692,0
102693,0
102695,0
102696,0
102697,0
102698,0
102699,0
102700,0
102702,0
102705,0
102706,0
102707,0
102708,0
102709,0
102710,0
102711,0
102714,0
102715,1
102716,0
102717,0
102718,0
102719,0
102721,0
102722,0
102724,0
102725,0
102726,0
102727,0
102728,0
102730,0
102732,0
102734,0
102736,0
102738,0
102739,0
102740,0
102741,0
102742,0
102743,0
102744,0
102745,0
102747,0
102750,0
102751,0
102752,1
102753,0
102754,0
102756,0
102757,0
102758,0
102759,0
102760,0
102764,0
102765,0
102767,0
102768,1
102769,0
102771,0
102773,1
102775,0
102776,0
102780,0
102781,0
102782,0
102784,0
102785,0
102787,0
102788,0
102789,1
102790,0
102791,1
102793,0
102794,0
102795,1
102796,1
102797,0
102798,0
102800,0
102801,0
102802,0
102804,0
102805,0
102806,0
102807,0
102808,0
102809,1
102813,0
102814,0
102817,0
102818,0
102819,0
102820,0
102822,0
102823,0
102824,0
102827,0
102828,0
102832,0
102833,0
102835,1
102836,0
102837,1
102840,0
102841,0
102842,0
102844,0

